loan_id,origination_date,state,region,employment_status,income,credit_score,debt_to_income,loan_purpose,loan_type,loan_term,property_value,loan_to_value,loan_amount,interest_rate,loan_status,default_risk,approval_flag,loan_size_band,income_band,origination_year,origination_month
1357,2024-08-23,NY,Northeast,Full-Time,52823,761,23.87,Purchase,Conventional,30,653561,73.36,479452,5.88,Approved,Low,1,Large,Middle,2024,8
1358,2024-08-20,WA,West,Full-Time,44768,686,37.25,Purchase,Conventional,30,610600,70.84,432549,6.87,Pending,Medium,0,Large,Low,2024,8
1359,2024-01-03,AZ,West,Full-Time,75034,760,18.08,Purchase,FHA,30,306111,94.11,288081,5.76,Approved,Medium,1,Medium,Middle,2024,1
1360,2025-01-18,OH,Midwest,Self-Employed,105202,699,37.02,Refinance,Conventional,30,258157,82.29,212437,6.55,Approved,Medium,1,Medium,High,2025,1
1361,2025-01-26,TX,South,Self-Employed,108629,790,42.62,Purchase,FHA,15,349225,94.86,331275,5.75,Approved,Medium,1,Large,High,2025,1
1362,2024-11-30,IL,Midwest,Self-Employed,67771,626,34.73,Purchase,Conventional,30,344449,84.42,290784,7.21,Approved,Medium,1,Medium,Middle,2024,11
1363,2024-03-13,WA,West,Full-Time,89353,729,37.78,Refinance,FHA,30,672867,92.07,619509,6.39,Pending,Medium,0,"Very Large",Middle,2024,3
1364,2024-05-18,AZ,West,Self-Employed,71654,702,27.99,Purchase,Conventional,30,408177,81.85,334093,6.24,Approved,Medium,1,Large,Middle,2024,5
1365,2024-08-07,CA,West,Full-Time,103819,623,18.03,Purchase,Conventional,15,846151,87.99,744528,6.97,Pending,Medium,0,"Very Large",High,2024,8
1366,2024-11-08,NY,Northeast,Full-Time,51235,770,29.56,Refinance,VA,30,471559,85.3,402240,5.86,Approved,Low,1,Large,Middle,2024,11
1367,2024-02-21,NY,Northeast,Full-Time,78784,780,51.25,Refinance,Conventional,30,799506,69.29,553978,5.76,Pending,Medium,0,Large,Middle,2024,2
1368,2024-09-15,CA,West,Full-Time,116958,586,46.74,Purchase,FHA,30,854813,93.24,797028,7.78,Denied,High,0,"Very Large",High,2024,9
1369,2024-08-16,AZ,West,Full-Time,52324,735,34.63,Purchase,Conventional,30,584361,77.49,452821,6.32,Approved,Low,1,Large,Middle,2024,8
1370,2024-09-02,TX,South,Full-Time,60341,719,31.29,Purchase,Conventional,30,536393,79.99,429061,6.11,Approved,Low,1,Large,Middle,2024,9
1371,2024-07-06,GA,South,Full-Time,77315,704,20.49,Purchase,Conventional,30,390383,72.69,283769,6.38,Approved,Low,1,Medium,Middle,2024,7
1372,2024-11-16,WA,West,Part-Time,101355,728,25.4,Purchase,FHA,30,508191,94.86,482070,6.6,Approved,Medium,1,Large,High,2024,11
1373,2024-03-28,FL,South,Full-Time,87976,791,42.08,Refinance,FHA,30,410397,90.49,371368,5.78,Approved,Medium,1,Large,Middle,2024,3
1374,2024-01-04,CA,West,Full-Time,46266,691,41.5,Refinance,Conventional,30,695060,70.65,491060,6.43,Pending,Medium,0,Large,Low,2024,1
1375,2024-05-23,CA,West,Full-Time,59124,644,25.46,Purchase,FHA,30,496169,92,456475,7.5,Pending,Medium,0,Large,Middle,2024,5
1376,2024-07-23,CA,West,Full-Time,217246,636,29.74,Purchase,Conventional,15,885697,82.16,727689,6.95,Approved,Medium,1,"Very Large",High,2024,7
1377,2024-07-07,FL,South,Full-Time,114041,690,48.45,Refinance,Conventional,30,359591,82.88,298029,6.57,Pending,Medium,0,Medium,High,2024,7
1378,2024-07-05,WA,West,Self-Employed,59940,679,40.78,Purchase,VA,15,598366,90.82,543436,6.64,Pending,High,0,Large,Middle,2024,7
1379,2024-09-17,NY,Northeast,Full-Time,39321,749,37.51,Refinance,FHA,30,797651,95.55,762156,6.28,Pending,Medium,0,"Very Large",Low,2024,9
1380,2024-10-28,FL,South,Full-Time,80740,741,33.28,Purchase,FHA,30,465596,92.3,429745,6.15,Approved,Medium,1,Large,Middle,2024,10
1381,2024-05-17,WA,West,Self-Employed,86262,777,29.97,Refinance,FHA,30,590794,95.29,562968,6.11,Pending,Medium,0,Large,Middle,2024,5
1382,2024-01-02,FL,South,Self-Employed,51266,764,40.62,Purchase,FHA,15,308417,93.74,289110,5.44,Approved,Medium,1,Medium,Middle,2024,1
1383,2024-05-07,WA,West,Full-Time,57008,661,37.02,Purchase,FHA,30,504324,94.06,474367,7.03,Pending,High,0,Large,Middle,2024,5
1384,2024-12-23,IL,Midwest,Self-Employed,113692,618,31.72,Purchase,FHA,30,270024,91.66,247504,8.25,Pending,High,0,Medium,High,2024,12
1385,2024-02-01,NY,Northeast,Full-Time,53184,719,40.06,Refinance,VA,30,740723,96.79,716946,6.47,Pending,High,0,"Very Large",Middle,2024,2
1386,2024-12-06,CA,West,Part-Time,81383,585,41.5,Purchase,Conventional,30,814813,72.51,590821,7.93,Denied,Medium,0,Large,Middle,2024,12
1387,2024-05-18,PA,Northeast,Full-Time,104488,653,30.67,Refinance,VA,30,400729,82.92,332284,7.24,Approved,Medium,1,Large,High,2024,5
1388,2025-03-03,CA,West,Full-Time,99380,714,23.61,Purchase,Conventional,15,600099,77.28,463757,5.96,Approved,Low,1,Large,Middle,2025,3
1389,2024-02-25,AZ,West,Part-Time,71018,700,46.76,Purchase,VA,30,596780,93.94,560615,6.6,Denied,High,0,Large,Middle,2024,2
1390,2024-09-22,CA,West,Part-Time,108354,746,22.11,Refinance,Conventional,30,767552,72.3,554940,5.53,Approved,Low,1,Large,High,2024,9
1391,2024-07-14,FL,South,Part-Time,100770,695,18.64,Purchase,FHA,15,490266,95.98,470557,6.87,Approved,Medium,1,Large,High,2024,7
1392,2024-04-28,NY,Northeast,Full-Time,61774,625,45.1,Refinance,VA,30,750896,93.92,705242,7.63,Denied,High,0,"Very Large",Middle,2024,4
1393,2025-05-28,TX,South,Full-Time,81548,621,34.22,Purchase,FHA,30,526971,90.84,478700,7.58,Pending,High,0,Large,Middle,2025,5
1394,2024-01-10,CA,West,Self-Employed,106048,759,39.47,Refinance,Conventional,30,702952,73.57,517162,5.49,Approved,Low,1,Large,High,2024,1
1395,2024-05-15,PA,Northeast,Part-Time,58389,696,20.14,Purchase,FHA,30,474190,92.21,437251,7.02,Pending,Medium,0,Large,Middle,2024,5
1396,2024-04-04,IL,Midwest,Full-Time,86693,795,40.88,Purchase,Conventional,15,253834,68.08,172810,5.53,Approved,Low,1,Medium,Middle,2024,4
1397,2024-09-15,GA,South,Full-Time,107552,741,44.02,Refinance,Conventional,30,276168,79.41,219305,5.38,Approved,Medium,1,Medium,High,2024,9
1398,2024-01-15,FL,South,Full-Time,81843,734,41.27,Purchase,Conventional,30,584538,82.9,484582,6.43,Approved,Medium,1,Large,Middle,2024,1
1399,2024-03-09,FL,South,Self-Employed,99918,737,24.26,Purchase,Conventional,30,340076,72.74,247371,6.33,Approved,Low,1,Medium,Middle,2024,3
1400,2025-05-04,PA,Northeast,Full-Time,237497,692,21.13,Purchase,Conventional,15,302560,84,254150,6.64,Approved,Medium,1,Medium,High,2025,5
1401,2025-04-03,TX,South,Full-Time,111475,690,35.13,Purchase,Conventional,30,434353,69.77,303048,6.55,Approved,Low,1,Large,High,2025,4
1402,2024-06-08,CA,West,Full-Time,102872,716,38.95,Purchase,Conventional,30,562293,68.16,383259,6.19,Approved,Medium,1,Large,High,2024,6
1403,2024-05-21,AZ,West,Full-Time,105468,634,54.62,Refinance,VA,15,308286,86.96,268086,7.28,Pending,High,0,Medium,High,2024,5
1404,2024-12-18,WA,West,Self-Employed,108778,607,29.05,Purchase,Conventional,30,687143,68.15,468288,7.86,Approved,Medium,1,Large,High,2024,12
1405,2024-03-05,TX,South,Full-Time,81496,784,37.64,Purchase,FHA,30,359542,96.01,345196,5.72,Approved,Medium,1,Large,Middle,2024,3
1406,2025-06-23,WA,West,Full-Time,81753,787,51.91,Refinance,Conventional,30,685515,80.91,554650,5.57,Pending,Medium,0,Large,Middle,2025,6
1407,2024-07-01,NY,Northeast,Full-Time,108430,781,31.63,Purchase,FHA,30,531391,90.65,481706,5.71,Approved,Medium,1,Large,High,2024,7
1408,2024-10-08,TX,South,Part-Time,62135,710,35.92,Purchase,Conventional,30,356100,73.74,262588,6.33,Approved,Low,1,Medium,Middle,2024,10
1409,2024-02-15,WA,West,Full-Time,118907,644,38.26,Purchase,FHA,30,507465,95.88,486557,7.34,Pending,High,0,Large,High,2024,2
1410,2025-01-08,AZ,West,Self-Employed,110136,731,39.11,Purchase,FHA,30,364376,95.57,348234,6.65,Approved,Medium,1,Large,High,2025,1
1411,2025-02-15,IL,Midwest,Full-Time,42350,699,26.96,Purchase,VA,30,430170,83.95,361128,6.86,Approved,Medium,1,Large,Low,2025,2
1412,2024-04-07,IL,Midwest,Full-Time,119406,792,32.88,Purchase,Conventional,30,330339,68.3,225622,5.4,Approved,Low,1,Medium,High,2024,4
1413,2024-07-14,FL,South,Full-Time,68290,759,32.73,Purchase,Conventional,15,465601,79.03,367964,5.54,Approved,Low,1,Large,Middle,2024,7
1414,2024-09-20,NY,Northeast,Full-Time,71250,677,18.64,Purchase,FHA,30,489392,92.84,454352,6.87,Approved,Medium,1,Large,Middle,2024,9
1415,2025-01-09,GA,South,Full-Time,39718,776,41.08,Purchase,Conventional,30,272756,69.52,189620,5.43,Approved,Low,1,Medium,Low,2025,1
1416,2024-08-14,TX,South,Self-Employed,63026,686,23.42,Purchase,Conventional,30,433009,70.72,306224,6.79,Approved,Low,1,Large,Middle,2024,8
1417,2025-03-09,GA,South,Full-Time,100288,725,30.83,Refinance,FHA,15,364798,93.3,340357,6.12,Approved,Medium,1,Large,High,2025,3
1418,2024-11-24,NY,Northeast,Full-Time,112767,629,46.86,Refinance,VA,30,447688,86.63,387832,7.21,Pending,High,0,Large,High,2024,11
1419,2024-05-09,OH,Midwest,Full-Time,99102,768,29.53,Refinance,VA,30,327836,95.56,313280,6.19,Approved,Medium,1,Large,Middle,2024,5
1420,2024-12-25,AZ,West,Full-Time,155382,710,38.32,Purchase,Conventional,15,484888,81.86,396929,5.79,Approved,Medium,1,Large,High,2024,12
1421,2025-03-23,TX,South,Full-Time,111452,654,42.75,Purchase,Conventional,30,502157,82.98,416690,7.39,Approved,Medium,1,Large,High,2025,3
1422,2025-04-29,GA,South,Self-Employed,219237,694,38.72,Purchase,VA,30,373102,88.44,329971,6.72,Approved,Medium,1,Large,High,2025,4
1423,2024-11-15,WA,West,Full-Time,109667,771,37.2,Refinance,FHA,15,595881,90.81,541120,5.52,Approved,Medium,1,Large,High,2024,11
1424,2024-04-13,PA,Northeast,Full-Time,107170,699,35.8,Refinance,FHA,30,474020,96.01,455107,7.08,Approved,Medium,1,Large,High,2024,4
1425,2024-06-02,WA,West,Full-Time,98184,731,31.31,Purchase,Conventional,30,576275,73.89,425810,6.26,Approved,Low,1,Large,Middle,2024,6
1426,2025-05-04,AZ,West,Full-Time,74989,712,34.34,Refinance,Conventional,15,576820,85.52,493296,6.33,Approved,Medium,1,Large,Middle,2025,5
1427,2025-02-25,GA,South,Full-Time,46476,663,32.11,Refinance,Conventional,15,387203,85.66,331678,6.44,Pending,Medium,0,Large,Low,2025,2
1428,2024-04-22,CA,West,Full-Time,108799,641,40.09,Refinance,Conventional,30,866687,76.38,661976,6.92,Pending,Medium,0,"Very Large",High,2024,4
1429,2025-04-04,IL,Midwest,Self-Employed,59278,701,37.04,Refinance,Conventional,30,302429,75.87,229453,6.39,Approved,Medium,1,Medium,Middle,2025,4
1430,2024-04-03,FL,South,Self-Employed,55253,694,54.21,Refinance,VA,30,304438,89.85,273538,6.94,Pending,High,0,Medium,Middle,2024,4
1431,2024-10-29,CA,West,Full-Time,97711,615,40.41,Purchase,Conventional,30,514405,77.35,397892,7.64,Pending,Medium,0,Large,Middle,2024,10
1432,2024-03-05,NY,Northeast,Full-Time,60980,698,35.52,Refinance,FHA,30,763971,95.84,732190,6.92,Pending,Medium,0,"Very Large",Middle,2024,3
1433,2024-11-24,OH,Midwest,Part-Time,102806,781,29.31,Refinance,VA,15,344626,94.19,324603,5.84,Approved,Medium,1,Large,High,2024,11
1434,2025-05-27,CA,West,Part-Time,77121,589,42.49,Refinance,Conventional,30,638806,79.36,506956,7.77,Denied,Medium,0,Large,Middle,2025,5
1435,2024-09-11,FL,South,Full-Time,70837,738,33.62,Refinance,FHA,15,579423,90.66,525305,6.38,Pending,Medium,0,Large,Middle,2024,9
1436,2024-02-16,NY,Northeast,Full-Time,89405,624,47.23,Purchase,FHA,30,365725,95.18,348097,7.59,Denied,High,0,Large,Middle,2024,2
1437,2024-02-11,OH,Midwest,Self-Employed,61425,744,40.72,Refinance,VA,30,344891,89.01,306987,5.78,Approved,Medium,1,Large,Middle,2024,2
1438,2024-07-01,IL,Midwest,Full-Time,112052,761,31.34,Purchase,Conventional,30,263148,70.19,184704,5.83,Approved,Low,1,Medium,High,2024,7
1439,2025-01-01,WA,West,Full-Time,109924,644,38.95,Purchase,Conventional,15,709151,79.78,565761,6.84,Approved,Medium,1,Large,High,2025,1
1440,2025-04-26,AZ,West,Full-Time,103222,669,41.37,Refinance,VA,30,325589,89.39,291044,6.85,Approved,High,1,Medium,High,2025,4
1441,2024-04-10,CA,West,Part-Time,201384,653,34.54,Refinance,VA,30,536791,84.2,451978,7.07,Approved,Medium,1,Large,High,2024,4
1442,2024-05-14,WA,West,Self-Employed,115143,671,31.57,Purchase,VA,15,594655,90.74,539590,6.7,Approved,Medium,1,Large,High,2024,5
1443,2025-04-30,FL,South,Self-Employed,80344,657,24.01,Purchase,VA,30,311756,84.93,264774,7.19,Approved,Medium,1,Medium,Middle,2025,4
1444,2025-05-09,FL,South,Self-Employed,112163,713,20.05,Purchase,Conventional,30,621655,82.37,512057,6.14,Approved,Medium,1,Large,High,2025,5
1445,2025-05-11,IL,Midwest,Full-Time,53955,705,54.46,Refinance,Conventional,30,402926,84.62,340956,6.45,Pending,Medium,0,Large,Middle,2025,5
1446,2025-05-24,TX,South,Part-Time,230881,702,25.92,Refinance,FHA,30,473645,90.24,427417,6.52,Approved,Medium,1,Large,High,2025,5
1447,2025-06-26,IL,Midwest,Full-Time,66141,645,33.39,Purchase,Conventional,30,253304,85.73,217158,7.45,Approved,Medium,1,Medium,Middle,2025,6
1448,2024-07-15,TX,South,Part-Time,63035,718,32.27,Refinance,FHA,30,251355,95.7,240547,6.59,Approved,Medium,1,Medium,Middle,2024,7
1449,2024-04-26,GA,South,Full-Time,83250,653,40.91,Refinance,Conventional,30,336680,87.55,294763,7.09,Approved,High,1,Medium,Middle,2024,4
1450,2024-04-10,CA,West,Full-Time,115353,750,38.69,Purchase,Conventional,30,721292,74.23,535415,5.39,Approved,Low,1,Large,High,2024,4
1451,2024-04-14,OH,Midwest,Full-Time,85150,674,32.29,Purchase,VA,30,322523,87.18,281176,6.97,Approved,Medium,1,Medium,Middle,2024,4
1452,2024-07-31,IL,Midwest,Self-Employed,110940,718,32.57,Refinance,VA,30,248427,88.48,219808,6.3,Approved,Medium,1,Medium,High,2024,7
1453,2024-09-14,OH,Midwest,Part-Time,119034,716,34.33,Purchase,FHA,30,257341,94.52,243239,6.42,Approved,Medium,1,Medium,High,2024,9
1454,2024-06-25,CA,West,Full-Time,112899,730,30.23,Purchase,Conventional,30,685885,87.27,598572,6.54,Approved,Low,1,Large,High,2024,6
1455,2025-05-14,TX,South,Full-Time,102936,724,45.23,Refinance,Conventional,30,372873,78.72,293526,6.33,Approved,Medium,1,Medium,High,2025,5
1456,2024-06-18,TX,South,Full-Time,172411,676,35.2,Refinance,FHA,30,526953,92.63,488117,7.23,Approved,Medium,1,Large,High,2024,6
1457,2024-02-15,OH,Midwest,Full-Time,56835,682,31.68,Purchase,Conventional,15,185403,80.3,148879,6.29,Approved,Medium,1,Medium,Middle,2024,2
1458,2025-01-27,OH,Midwest,Self-Employed,247098,728,29.43,Refinance,Conventional,15,269474,80.69,217439,5.77,Approved,Low,1,Medium,High,2025,1
1459,2024-10-14,IL,Midwest,Full-Time,228283,589,41.38,Refinance,FHA,30,251248,96.09,241424,8.25,Denied,High,0,Medium,High,2024,10
1460,2024-02-14,IL,Midwest,Self-Employed,80544,776,33.87,Purchase,VA,30,309392,89.67,277432,5.45,Approved,Low,1,Medium,Middle,2024,2
1461,2025-04-02,OH,Midwest,Full-Time,114957,702,32.45,Purchase,FHA,30,387201,94.16,364588,6.53,Approved,Medium,1,Large,High,2025,4
1462,2024-08-03,FL,South,Full-Time,114024,666,22.14,Purchase,FHA,30,426109,90.95,387546,6.9,Approved,Medium,1,Large,High,2024,8
1463,2024-11-10,IL,Midwest,Self-Employed,172108,689,53.19,Purchase,Conventional,30,387373,84.84,328647,6.93,Pending,Medium,0,Large,High,2024,11
1464,2024-10-30,WA,West,Self-Employed,61371,636,31.53,Purchase,VA,30,761979,85.79,653702,7.06,Pending,Medium,0,"Very Large",Middle,2024,10
1465,2025-06-13,PA,Northeast,Self-Employed,55101,681,49.05,Refinance,Conventional,30,437916,78.5,343764,6.41,Pending,Medium,0,Large,Middle,2025,6
1466,2025-04-12,PA,Northeast,Full-Time,97742,698,30.11,Purchase,FHA,15,337048,93.68,315747,6.63,Approved,Medium,1,Large,Middle,2025,4
1467,2025-02-28,CA,West,Full-Time,59893,696,33.64,Refinance,FHA,30,833838,92.91,774719,6.82,Pending,Medium,0,"Very Large",Middle,2025,2
1468,2024-08-11,GA,South,Self-Employed,81267,717,18.45,Refinance,VA,15,292343,94.17,275299,6.42,Approved,Medium,1,Medium,Middle,2024,8
1469,2024-07-25,FL,South,Full-Time,119914,679,29.75,Purchase,Conventional,30,465209,70.42,327600,6.59,Approved,Medium,1,Large,High,2024,7
1470,2024-11-21,WA,West,Self-Employed,226132,701,34.71,Purchase,Conventional,15,477411,79.76,380783,5.82,Approved,Low,1,Large,High,2024,11
1471,2025-03-05,CA,West,Full-Time,91533,645,33.95,Purchase,FHA,30,488691,91.5,447152,7.54,Pending,Medium,0,Large,Middle,2025,3
1472,2025-02-18,OH,Midwest,Self-Employed,75999,743,32.86,Purchase,Conventional,30,364289,82.58,300830,5.43,Approved,Low,1,Large,Middle,2025,2
1473,2024-06-23,AZ,West,Full-Time,89816,597,33.28,Purchase,FHA,30,535778,91.79,491791,8.09,Pending,High,0,Large,Middle,2024,6
1474,2025-04-19,PA,Northeast,Full-Time,42320,713,50.25,Purchase,Conventional,30,464167,79.82,370498,5.94,Pending,Medium,0,Large,Low,2025,4
1475,2024-04-29,CA,West,Self-Employed,56265,733,33.81,Purchase,FHA,30,539761,90.53,488646,6.6,Pending,Medium,0,Large,Middle,2024,4
1476,2025-04-16,TX,South,Full-Time,42085,634,30.26,Refinance,FHA,15,362956,94.34,342413,7.12,Pending,High,0,Large,Low,2025,4
1477,2024-02-01,FL,South,Full-Time,87338,760,40.85,Purchase,Conventional,30,592932,74.43,441319,5.64,Approved,Low,1,Large,Middle,2024,2
1478,2024-11-02,PA,Northeast,Full-Time,52057,653,35.22,Refinance,FHA,30,286976,92.64,265855,7.25,Pending,Medium,0,Medium,Middle,2024,11
1479,2025-03-18,FL,South,Full-Time,110900,713,42.26,Purchase,FHA,30,382878,91.36,349797,6.28,Approved,High,1,Large,High,2025,3
1480,2025-03-01,TX,South,Part-Time,100974,693,39.84,Refinance,FHA,15,455448,90.65,412864,7.01,Approved,High,1,Large,High,2025,3
1481,2024-05-14,GA,South,Full-Time,94888,596,49.72,Purchase,Conventional,30,383183,85.57,327890,7.72,Denied,High,0,Large,Middle,2024,5
1482,2024-04-06,NY,Northeast,Full-Time,111093,734,30.75,Purchase,FHA,30,577589,95.59,552117,6.74,Approved,Medium,1,Large,High,2024,4
1483,2025-02-07,CA,West,Full-Time,101957,795,46.17,Purchase,Conventional,30,651555,70.88,461822,5.55,Approved,Medium,1,Large,High,2025,2
1484,2025-04-17,IL,Midwest,Part-Time,64690,706,31.45,Purchase,FHA,30,343689,94.85,325989,6.65,Approved,Medium,1,Large,Middle,2025,4
1485,2025-03-20,IL,Midwest,Self-Employed,95700,688,51.5,Refinance,VA,30,493323,89.95,443744,7.09,Pending,High,0,Large,Middle,2025,3
1486,2024-04-28,OH,Midwest,Part-Time,66524,622,42.92,Purchase,FHA,30,242546,91.88,222851,7.5,Pending,High,0,Medium,Middle,2024,4
1487,2024-12-31,AZ,West,Full-Time,73240,599,41.79,Purchase,Conventional,30,500617,68.05,340670,7.62,Pending,Medium,0,Large,Middle,2024,12
1488,2025-05-01,AZ,West,Self-Employed,52119,582,24.89,Refinance,FHA,30,396343,93.4,370184,8.02,Denied,High,0,Large,Middle,2025,5
1489,2024-12-16,OH,Midwest,Self-Employed,244258,642,30.1,Refinance,VA,30,241832,90.1,217891,7.49,Approved,Medium,1,Medium,High,2024,12
1490,2024-05-16,CA,West,Full-Time,108877,699,21.74,Refinance,Conventional,30,611400,84.67,517672,6.87,Approved,Medium,1,Large,High,2024,5
1491,2024-12-20,OH,Midwest,Self-Employed,133032,683,40.63,Refinance,Conventional,30,283842,79.96,226960,6.56,Approved,Medium,1,Medium,High,2024,12
1492,2025-03-24,WA,West,Self-Employed,64503,625,23.28,Purchase,Conventional,30,727488,74.54,542270,7.3,Pending,Medium,0,Large,Middle,2025,3
1493,2024-09-28,TX,South,Full-Time,164711,667,20.09,Purchase,Conventional,30,285175,85.78,244623,6.83,Approved,Medium,1,Medium,High,2024,9
1494,2024-01-17,TX,South,Full-Time,72830,645,30.15,Purchase,Conventional,30,536681,85.77,460311,7.03,Pending,Medium,0,Large,Middle,2024,1
1495,2024-10-11,TX,South,Full-Time,117955,651,41.31,Purchase,Conventional,30,314134,76.75,241098,7.26,Approved,Medium,1,Medium,High,2024,10
1496,2024-08-30,NY,Northeast,Full-Time,52701,735,31.43,Refinance,Conventional,30,777056,73.04,567562,6.39,Approved,Low,1,Large,Middle,2024,8
1497,2024-01-19,WA,West,Full-Time,43774,591,35.11,Refinance,Conventional,15,512242,68.39,350322,7.64,Denied,Medium,0,Large,Low,2024,1
1498,2024-11-03,CA,West,Full-Time,49902,711,18.22,Purchase,FHA,15,776811,93.16,723677,6.46,Approved,Medium,1,"Very Large",Low,2024,11
1499,2024-03-21,FL,South,Part-Time,175026,642,38.09,Refinance,VA,30,463628,96.18,445917,7.26,Pending,High,0,Large,High,2024,3
1500,2025-02-15,FL,South,Self-Employed,46479,736,33.54,Refinance,FHA,15,578844,96.14,556501,6.22,Pending,Medium,0,Large,Low,2025,2
